Genre,TrackCount,PrimaryFamily,SecondaryFamilies,PrimaryWeight,PrimaryConfidence,ReviewReasons,PriorityScore
bob-marley,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
cast recordings,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
czech,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
death by pulmonary embolism,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
funk das antigas,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
knebworth,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
latvian indie,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
n2,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
nerdcore,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
patience,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
the wailers,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
today,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
torch songs,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
vocal surf,35,,,,,no_family | no_related_styles | no_transition_styles,3.5795
chaotic hardcore,21,metal,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.5574
electro bailando,21,electronic,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.5574
folklore paraguayo,21,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.5574
pop folk,37,country_folk,pop,0.45,fallback,low_primary_weight | low_confidence,3.5545
post-punk argentina,37,rock,,0.45,fallback,low_primary_weight | low_confidence,3.5545
rock quebecois,37,rock,,0.45,fallback,low_primary_weight | low_confidence,3.5545
cha cha cha,34,,,,,no_family | no_related_styles | no_transition_styles,3.5514
contemporary,34,,,,,no_family | no_related_styles | no_transition_styles,3.5514
elton-john,34,,,,,no_family | no_related_styles | no_transition_styles,3.5514
french touch,34,,,,,no_family | no_related_styles | no_transition_styles,3.5514
funk mandelao,34,,,,,no_family | no_related_styles | no_transition_styles,3.5514
hands up,34,,,,,no_family | no_related_styles | no_transition_styles,3.5514
hungarian indie,34,,,,,no_family | no_related_styles | no_transition_styles,3.5514
karadeniz turkuleri,34,,,,,no_family | no_related_styles | no_transition_styles,3.5514
keyboardist,34,,,,,no_family | no_related_styles | no_transition_styles,3.5514
not relaxed,34,,,,,no_family | no_related_styles | no_transition_styles,3.5514
split me up,34,,,,,no_family | no_related_styles | no_transition_styles,3.5514
the beatles,34,,,,,no_family | no_related_styles | no_transition_styles,3.5514
warm,34,,,,,no_family | no_related_styles | no_transition_styles,3.5514
indie rock italiano,36,rock,,0.45,fallback,low_primary_weight | low_confidence,3.5285
pop-folk,36,country_folk,pop,0.45,fallback,low_primary_weight | low_confidence,3.5285
rap mineiro,36,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.5285
acoustic porridge,33,,,,,no_family | no_related_styles | no_transition_styles,3.5224
balada romantica,33,,,,,no_family | no_related_styles | no_transition_styles,3.5224
canzone dautore,33,,,,,no_family | no_related_styles | no_transition_styles,3.5224
charva,33,,,,,no_family | no_related_styles | no_transition_styles,3.5224
chiptune,33,,,,,no_family | no_related_styles | no_transition_styles,3.5224
consistency,33,,,,,no_family | no_related_styles | no_transition_styles,3.5224
eddie rubin,33,,,,,no_family | no_related_styles | no_transition_styles,3.5224
exotica,33,,,,,no_family | no_related_styles | no_transition_styles,3.5224
koplo,33,,,,,no_family | no_related_styles | no_transition_styles,3.5224
laulaja-lauluntekija,33,,,,,no_family | no_related_styles | no_transition_styles,3.5224
nouvelle chanson francaise,33,,,,,no_family | no_related_styles | no_transition_styles,3.5224
rio,33,,,,,no_family | no_related_styles | no_transition_styles,3.5224
suecia,33,,,,,no_family | no_related_styles | no_transition_styles,3.5224
arab hip-hop,20,middle_eastern,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.5039
canadian country,20,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.5039
german indie folk,20,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.5039
indian edm,20,electronic,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.5039
irish folk,20,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.5039
progressive doom,20,metal,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.5039
roots,20,country_folk,,0.45,fallback,low_primary_weight | low_confidence | no_transition_styles,3.5039
australian reggae fusion,35,caribbean,,0.45,fallback,low_primary_weight | low_confidence,3.5017
colombian reggaeton,35,caribbean,latin_urban,0.45,fallback,low_primary_weight | low_confidence,3.5017
rock urbano,35,rock,,0.45,fallback,low_primary_weight | low_confidence,3.5017
believe in nothing,32,,,,,no_family | no_related_styles | no_transition_styles,3.4926
espana,32,,,,,no_family | no_related_styles | no_transition_styles,3.4926
host,32,,,,,no_family | no_related_styles | no_transition_styles,3.4926
italiano,32,,,,,no_family | no_related_styles | no_transition_styles,3.4926
jellyroll,32,,,,,no_family | no_related_styles | no_transition_styles,3.4926
kwaito,32,,,,,no_family | no_related_styles | no_transition_styles,3.4926
lyricists,32,,,,,no_family | no_related_styles | no_transition_styles,3.4926
murga,32,,,,,no_family | no_related_styles | no_transition_styles,3.4926
partynextdoor,32,,,,,no_family | no_related_styles | no_transition_styles,3.4926
rpi,32,,,,,no_family | no_related_styles | no_transition_styles,3.4926
turntablism,32,,,,,no_family | no_related_styles | no_transition_styles,3.4926
a bit overrated,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
amerikansk,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
booka-shade,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
destroyer,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
duetos,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
ethnic,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
funk bruxaria,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
hardnheavy,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
jdanton2,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
ma baker,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
madonna,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
melodic bass,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
musica angolana,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
pessimistic,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
pompous asses,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
sabrinafan,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
sandalwood,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
star wars,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
stopped being good after 88,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
stopped being good after 97,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
the unforgiving,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
thrash,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
trash,31,,,,,no_family | no_related_styles | no_transition_styles,3.4618
rap cearense,33,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.4458
rap uliczny,33,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.4458
rock in opposition,33,rock,,0.45,fallback,low_primary_weight | low_confidence,3.4458
arrolladora,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
arrolladora limon,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
atmospheric,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
breakcore,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
danish,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
dark wave,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
finnish melodeath,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
if you seek amy,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
la arrolladora,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
la indie,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
limon,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
love,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
musica madeirense,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
prog related,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
rave funk,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
southern gothic,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
talentkonkurrence,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
the sims,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
trot,30,,,,,no_family | no_related_styles | no_transition_styles,3.4301
rap politico,32,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.4167
reggae tuga,32,caribbean,,0.45,fallback,low_primary_weight | low_confidence,3.4167
rock progresivo italiano,32,rock,,0.45,fallback,low_primary_weight | low_confidence,3.4167
afro-fusion,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
chanson quebecoise,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
comedy,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
ddr,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
death by drowning,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
detective,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
early r & b,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
engel,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
engineer,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
german industrial,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
high german,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
icelandic,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
international fusion,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
lithuanian dance,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
missing allmusic links,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
norske viser,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
payner,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
ritmo kombina,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
third stream,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
tunisia,29,,,,,no_family | no_related_styles | no_transition_styles,3.3974
crap,31,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.3866
rap baiano,31,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.3866
trap baiano,31,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.3866
uk post-punk,31,rock,,0.45,fallback,low_primary_weight | low_confidence,3.3866
underground amapiano,31,african,house,0.45,fallback,low_primary_weight | low_confidence,3.3866
anthology,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
broken transmission,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
chamame,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
cowboy,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
dangdut koplo,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
dusseldorf,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
girl,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
gothic,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
hamaki,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
jerry lee lewis,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
kazakh indie,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
malaysian indie,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
mathcore,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
meek mill,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
mohamed hamaki,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
sentimental,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
sun box,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
the best of jerry lee lewis,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
thomas bangalter,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
tunisian,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
ukg revival,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
vocoder,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
whistle register,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
wp musicians,28,,,,,no_family | no_related_styles | no_transition_styles,3.3635
afro-pop,30,pop,,0.45,fallback,low_primary_weight | low_confidence,3.3556
indorock,30,rock,,0.45,fallback,low_primary_weight | low_confidence,3.3556
rap angolano,30,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.3556
rap calme,30,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.3556
rap chretien,30,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.3556
trap catala,30,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.3556
ascetic,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
beat poetry,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
bedroom r & b,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
duranguense,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
g funk,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
german-lyrics,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
kayokyoku,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
nueva trova,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
polish hip-hop,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
producer tag-pharrell,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
roblox,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
rough trade,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
saga,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
sky room,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
spike,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
suboptimal credits,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
thai ost,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
welsh,27,,,,,no_family | no_related_styles | no_transition_styles,3.3285
dancehall queen,29,caribbean,,0.45,fallback,low_primary_weight | low_confidence,3.3235
rap catala,29,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.3235
trap venezolano,29,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.3235
cantonese,26,,,,,no_family | no_related_styles | no_transition_styles,3.2921
dabke,26,,,,,no_family | no_related_styles | no_transition_styles,3.2921
drumstep,26,,,,,no_family | no_related_styles | no_transition_styles,3.2921
epitaph,26,,,,,no_family | no_related_styles | no_transition_styles,3.2921
group,26,,,,,no_family | no_related_styles | no_transition_styles,3.2921
moombahcore,26,,,,,no_family | no_related_styles | no_transition_styles,3.2921
o happy day,26,,,,,no_family | no_related_styles | no_transition_styles,3.2921
otacore,26,,,,,no_family | no_related_styles | no_transition_styles,3.2921
playback singer,26,,,,,no_family | no_related_styles | no_transition_styles,3.2921
signalwave,26,,,,,no_family | no_related_styles | no_transition_styles,3.2921
this is the time,26,,,,,no_family | no_related_styles | no_transition_styles,3.2921
cabo zouk kizomba,27,caribbean,,0.45,fallback,low_primary_weight | low_confidence,3.2561
pop peruano,27,pop,,0.45,fallback,low_primary_weight | low_confidence,3.2561
rap espanol,27,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.2561
tontipop,27,pop,,0.45,fallback,low_primary_weight | low_confidence,3.2561
antideutsche,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
comic,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
crime,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
dutch cabaret,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
ebm,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
el principe,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
iceland,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
minneapolis sound,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
musica adventista,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
new orleans bounce,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
nightcore,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
nueva cancion,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
oldies,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
progressive thrash,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
riot grrrl,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
rumba flamenca,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
sheffield indie,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
ye ye,25,,,,,no_family | no_related_styles | no_transition_styles,3.2544
canadian electropop,26,electronic,pop,0.45,fallback,low_primary_weight | low_confidence,3.2206
deutschpunk,26,rock,,0.45,fallback,low_primary_weight | low_confidence,3.2206
nu-cumbia,26,latin_tropical,,0.45,fallback,low_primary_weight | low_confidence,3.2206
pop boliviano,26,pop,,0.45,fallback,low_primary_weight | low_confidence,3.2206
2000er,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
32 sonatas,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
added for google code-in 2017,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
am,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
beethoven gardiner,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
cantautora mexicana,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
electra,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
flaming,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
frenchcore,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
grand tour,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
hamburg,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
if you talk in your sleep,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
impressionism,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
in the studio,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
interview,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
klavierwerke,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
live in concert,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
lo spirito,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
masterworks,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
minimal,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
netherlands,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
opus 57,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
organ,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
private tag 1,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
reader s,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
sertaneja,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
the way i feel,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
transgender,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
vlaamse kinderliedje,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
voice actor,24,,,,,no_family | no_related_styles | no_transition_styles,3.2153
rap chileno,25,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.1837
t-pop boy group,25,pop,world_asian,0.45,fallback,low_primary_weight | low_confidence,3.1837
barnmusik,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
brighton indie,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
cdo indie,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
chanson a texte,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
covers,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
farther,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
female fronted,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
freestyle,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
funk melody,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
girlsband,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
hammond,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
hammond organ,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
in jail,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
kindermusik,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
liedermacher,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
rumba catalana,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
russian indie,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
russian plugg,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
slovak,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
top 100,23,,,,,no_family | no_related_styles | no_transition_styles,3.1745
danish post-punk,24,rock,,0.45,fallback,low_primary_weight | low_confidence,3.1454
pop country,24,country_folk,pop,0.45,fallback,low_primary_weight | low_confidence,3.1454
protopunk,24,rock,,0.45,fallback,low_primary_weight | low_confidence,3.1454
rap antillais,24,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.1454
awesomename,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
bon jovi,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
britain,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
bulgarian r & b,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
cabo verde,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
carnaval cadiz,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
complete violin wind,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
death by cirrhosis,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
dissolved,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
funana,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
gb,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
graz indie,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
great britain,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
hard fm,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
hare krishna,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
iraqi music,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
ireland,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
krushfunk,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
nl,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
oye com va,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
pedophile,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
poggers,22,,,,,no_family | no_related_styles | no_transition_styles,3.132
cyberpunk,23,rock,,0.45,fallback,low_primary_weight | low_confidence,3.1055
rap quebecois,23,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.1055
trap mexicano,23,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.1055
afrofuturism,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
cold wave,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
eire,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
eyes on me,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
french language,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
fuji,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
glitch hop,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
great voice,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
jive,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
lol,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
noisecore,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
north east england indie,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
novelty,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
ocean,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
orange county,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
ozymandias,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
relative-cousin,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
russian composer,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
skansk musik,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
skilled vocals,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
skrillex,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
switzerland,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
thai,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
top 10,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
urban music,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
viet lo-fi,21,,,,,no_family | no_related_styles | no_transition_styles,3.0876
avante garde,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
barnemusikk,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
boston,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
cuba,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
enfp,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
epic music,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
favorite,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
female vocal dance,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
harmonica players,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
hip-hip,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
hokkaido indie,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
kolsche karneval,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
little,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
massachusetts,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
musica chihuahuense,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
osteraker,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
ostschlager,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
pentecostal,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
portuguese indie,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
scandinavian,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
solo wave,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
utaite,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
vocal dance,20,,,,,no_family | no_related_styles | no_transition_styles,3.0411
boom bap espanol,21,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,3.0205
classical,2042,classical,,1.0,exact,no_transition_styles | broad_or_marketing_tag,2.9792
britpop revival,20,pop,rock,0.45,fallback,low_primary_weight | low_confidence,2.975
electro-pop francais,20,electronic,pop,0.45,fallback,low_primary_weight | low_confidence,2.975
johnny cash rock island,20,rock,,0.45,fallback,low_primary_weight | low_confidence,2.975
oriental ballad,20,pop,,0.45,fallback,low_primary_weight | low_confidence,2.975
parocktikum,20,rock,,0.45,fallback,low_primary_weight | low_confidence,2.975
trap carioca,20,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,2.975
traphall,20,hip_hop,,0.45,fallback,low_primary_weight | low_confidence,2.975
alternative metal,801,metal,,0.95,suffix,no_transition_styles | broad_or_marketing_tag,2.759
hardcore techno,180,techno,electronic | metal,1.0,manual,many_families | no_transition_styles,2.7092
amapiano,1871,african,house | electronic,1.0,manual,many_families,2.6178
tropical house,1221,house,electronic | latin_tropical,1.0,manual,many_families,2.4697
afro house,902,house,african | electronic,1.0,manual,many_families,2.3646
afroswing,854,african,hip_hop | jazz_blues,1.0,manual,many_families,2.3456
modern classical,224,classical,,0.94,suffix,no_transition_styles | broad_or_marketing_tag,2.2581
latin house,519,house,latin_urban | latin_tropical,1.0,manual,many_families,2.1728
classic rock,4652,rock,,0.92,suffix,broad_or_marketing_tag,2.1273
